anonymised_donor_id,age_group,country,donation_amount,donation_date,payment_method,newsletter_opt_in,referral_channel,sector,campaign,donation_year,donation_month,donation_day,gender_Female,gender_Male,donation_type_Monthly,donation_amount_category
6a26edcc0b3314cfdf01f2155ef686a0ee14313dfba522b69bc0ec806bf66552,30-49,South Africa,13.34,2023-07-29,Cheque,False,Website,Logistics,Defend the Great Apes,2023,7,5,1,0,0,Low
a2174698e57e06fd39b8402ebaab953338461dec481fc874c53ce0e903d72495,18-29,New Zealand,3.45,2024-05-07,Credit Card,False,Online advertising,Science & Research,Defend the Great Apes,2024,5,1,0,1,0,Low
e8c69ce0324cb91ba552d137721b630485eddac571ec4c7242279b63ec3b17bc,18-29,USA,16.17,2023-07-20,Paypal,False,Website,Media & Communication,Jungle Education Project,2023,7,3,1,0,0,Low
2cfbfbaed78772d59c990faeac0d58ac3a8c2cf5923e52f310093d6fe68b0cdc,66-80,Australia,39.14,2024-02-17,Credit Card,False,Social Media,Arts & Culture,Marine Mammal Defense Mission,2024,2,5,1,0,0,Medium
5ca023dc2c96cc52d615da64e8a97d304ff0547f1250388044e472d2034d80dc,30-49,Canada,2.12,2023-12-03,Cheque,False,Online advertising,Construction,Wildlife Rescue Van Drive,2023,12,6,0,1,0,Low
fc9e54006a8c391bd38352c993770b0faa5df79ed0507cfc2b50d528b29924ea,50-65,France,34.24,2025-01-01,Cheque,False,Website,Healthcare,Rescue Orphaned Gorillas,2025,1,2,1,0,0,Medium
2523220a40609fa4b6c76a6e1c859e5f852073f9dcab3bd8a8cb95a44f63dd2a,30-49,Canada,158.43,2023-09-28,Cheque,False,Word of mouth,Real Estate,Defend the Great Apes,2023,9,3,0,1,0,High
9a45b6c90154b91002bd312abe9944f3e3eee83958712f4ecc427b82a1b680df,66-80,Finland,21.42,2024-12-25,Cheque,True,Word of mouth,Real Estate,Marine Mammal Defense Mission,2024,12,2,1,0,0,Low
c38a2ca7a228d50d5e7e50379bc76be3628c22124480c7dabfcf2e557801c06e,50-65,Australia,67.02,2023-06-20,Credit Card,False,Word of mouth,Real Estate,Marine Mammal Defense Mission,2023,6,1,1,0,1,Medium
de64136511b55a9e2852a5f8f12291e1e3ba1005d7e74b54dc47719a37b1a5e9,30-49,USA,22.62,2023-07-14,Credit Card,False,Word of mouth,Law,Jungle Education Project,2023,7,4,0,0,1,Low
8b2ade7652cc89120dc5de059d6c32b55a7ba0688b43b0ddcbed364b60a3bf61,18-29,USA,57.36,2025-03-09,Bank Transfer,False,Social Media,Others,Defend the Great Apes,2025,3,6,0,1,1,Medium
f21d31b1415257ad77832bd593e1a6ea058b1fa55f15343cab3ef3cdd2974363,50-65,Brazil,13.29,2023-09-27,Paypal,False,Website,Government,Wildlife Rescue Van Drive,2023,9,2,1,0,0,Low
365480e233c762b50b7478963983845ea45625ffbe426642352b81d56b188bf0,50-65,UK,35.24,2023-12-05,Credit Card,False,Word of mouth,Media & Communication,Marine Mammal Defense Mission,2023,12,1,1,0,0,Medium
57b02a71ad58dd580c2ac51df35358a55e48bb78f4c0716c151bbd8dd74b3d51,18-29,Australia,3.1,2024-06-02,Credit Card,False,Website,Law,Defend the Great Apes,2024,6,6,1,0,0,Low
5b26b6099f4939946b8cc55975f89dc2b47894eddaa5af56f9c3f6f0807efa11,50-65,Finland,14.85,2024-07-09,Credit Card,False,Word of mouth,Real Estate,Wildlife Rescue Van Drive,2024,7,1,0,0,0,Low
b403d22ee1a8ba1599f90d7ba2c862adbaf6a66446eb3f4fdefb8ad562aefd68,50-65,Australia,169.02,2024-10-15,Credit Card,False,Online advertising,Hospitality,Defend the Great Apes,2024,10,1,1,0,1,High
df65a6c3adb5ebca2b01bbd4b6694513b83c9bf478ae7974bd4698a809e95c24,50-65,New Zealand,4.87,2023-10-14,Cheque,False,Newsletter,Finance/Banking,Rescue Orphaned Gorillas,2023,10,5,1,0,0,Low
68118f2c07f2273e8722d21533b632504eff2df4e2b47c5521e293c22ba51d88,30-49,USA,17.25,2024-06-28,Paypal,False,Newsletter,Media & Communication,Rescue Orphaned Gorillas,2024,6,4,0,1,0,Low
22c54a527e3f35098b5d953ed9670794abde61d7a57b2ddf33fa228d4d18b3f6,30-49,UK,66.88,2023-08-19,Cheque,True,Online advertising,Finance/Banking,Wildlife Rescue Van Drive,2023,8,5,1,0,1,Medium
56fce715ad75165700fb074ae173fc4ad59afc23cdd0809f04e919564d097e70,18-29,Finland,5.33,2024-10-24,Paypal,True,Word of mouth,Government,Defend the Great Apes,2024,10,3,0,1,0,Low
983126fdf160c932486efdb5d9deed035b7459dbc0949f5cbd9ec7e9a496d30d,30-49,UK,102.66,2025-01-28,Bank Transfer,True,Local event,Nonprofit,Rescue Orphaned Gorillas,2025,1,1,1,0,0,High
b47c59cf77a24b62a44ab45e72524d14061b98af872014f9af72b87396a64fda,50-65,Germany,61.01,2023-10-07,Credit Card,True,Word of mouth,Government,Jungle Education Project,2023,10,5,1,0,0,Medium
a2230cffc1b19bc1431ab27e4984aa5f59dc3fdb7bb21a39da13c127614179bd,30-49,Germany,45.96,2023-11-02,Paypal,False,Word of mouth,Finance/Banking,Marine Mammal Defense Mission,2023,11,3,1,0,0,Medium
13cb26a6a0a5d8187a7ba4ce68aee4d77b937e3387ea36017e64a2fb2e389ed9,30-49,USA,64.29,2025-04-19,Cheque,False,Website,Real Estate,Marine Mammal Defense Mission,2025,4,5,0,1,1,Medium
ec9910b6d75891cd41b1001821fce5a49ce58655810f0632fdf2c38486be1356,50-65,Brazil,22.87,2024-03-27,Credit Card,True,Website,Logistics,Wildlife Rescue Van Drive,2024,3,2,0,1,0,Low
c81274e621fce5d3f8f8869b4c6a6ef87846eb3cc9198d7976bd36caab136d9f,30-49,USA,33.21,2025-05-17,Paypal,False,Word of mouth,Real Estate,Habitat for Hope,2025,5,5,0,1,0,Medium
72f0a71361f4d95dd7aeafa44c8833cd4f11d2f6e7d4b58b3578ee4f887e6555,30-49,Canada,12.09,2023-08-15,Bank Transfer,True,Word of mouth,Others,Jungle Education Project,2023,8,1,1,0,0,Low
d1c42e71c25bc989c778dc19081991648f2ecf30f770aa299f2f4e3e2fabb679,30-49,Germany,41.92,2024-03-07,Paypal,True,Newsletter,Finance/Banking,Reforest the Sanctuary,2024,3,3,1,0,0,Medium
789f433d5448410a95403c00383d9d859b998af8152eda1bde7368fc93383085,18-29,Canada,16.03,2023-10-28,Cheque,True,Word of mouth,Education,Defend the Great Apes,2023,10,5,0,0,0,Low
d1c2ceae10e6699a38a6858be41379c9bd4a5858c9ef3d087d296e16a0c99468,30-49,UK,17.52,2023-07-24,Paypal,False,Online advertising,Healthcare,Jungle Education Project,2023,7,0,0,1,0,Low
191b681b519c10473077b2c2fd43460db3002497e5824978e34b70147feeb39d,50-65,Australia,201.35,2024-12-03,Credit Card,False,Online advertising,Law,Wildlife Rescue Van Drive,2024,12,1,0,1,1,High
21697b2128dc0ca86e8374c117790213f46815d22600b698e934b250f83983aa,66-80,USA,53.24,2023-07-14,Paypal,True,Newsletter,Agriculture,Marine Mammal Defense Mission,2023,7,4,1,0,1,Medium
2a10625ddfc1df3f80d793d8679f9026c9a11255a595e7df1d40a6f56d4ee1cb,18-29,UK,33.7,2024-02-24,Paypal,False,Newsletter,Education,Wildlife Rescue Van Drive,2024,2,5,0,1,0,Medium
8537e8e7a98ba6c5be1c4cff0165009e7178e0e3f08f846d9067d0d37b991286,50-65,UK,33.41,2024-03-25,Bank Transfer,False,Local event,Technology,Reforest the Sanctuary,2024,3,0,1,0,0,Medium
4204fb377ff4e03167d2c3decb2edec5cbc6376c384ce1ef1512d0ed8d006e57,30-49,UK,29.98,2023-09-25,Paypal,False,Social Media,Finance/Banking,Habitat for Hope,2023,9,0,0,1,0,Medium
b7337e8ac4e294cf4abaf4d8c301923a0990dccfb2bd3c7c492ffca9a38d730f,50-65,Germany,19.22,2024-11-11,Bank Transfer,True,Local event,Hospitality,Jungle Education Project,2024,11,0,1,0,0,Low
9098a8f320998af820a548c2d10a3cde18e98280c111451b47f97bef6944715c,50-65,USA,7.36,2025-06-13,Credit Card,True,Social Media,Education,Marine Mammal Defense Mission,2025,6,4,0,0,0,Low
67812060ee9a7f6ebae48f26dd0c1e28b3fd70a20b136fca529ef37b7e2e17aa,50-65,Finland,7.57,2024-12-26,Credit Card,False,Newsletter,Government,Wildlife Rescue Van Drive,2024,12,3,0,1,0,Low
06110bad4eaf8a65374971654acbcc51be1866fe45cc8b1ac3926493611cdc02,50-65,India,8.63,2025-01-05,Bank Transfer,False,Social Media,Healthcare,Rescue Orphaned Gorillas,2025,1,6,0,1,0,Low
d2ca937604755122b5069276f030e40b9e5e4e2836cf225dfdf5f334d9bfd683,50-65,Finland,216.19,2024-03-08,Cheque,False,Social Media,Media & Communication,Jungle Education Project,2024,3,4,1,0,1,High
0a8e32384574ff559611031dd947a899bd7ce7ffd953cb752f14bc8d3b8e02be,50-65,UK,8.53,2024-03-22,Bank Transfer,False,Online advertising,Consulting,Wildlife Rescue Van Drive,2024,3,4,0,1,0,Low
d5d02a2ce271841cfea34d3d4e457ddac27a4f0e76c8319c6eb65be38af88d36,30-49,UK,38.9,2025-03-17,Cheque,True,Online advertising,Education,Rescue Orphaned Gorillas,2025,3,0,1,0,0,Medium
0d3216bd515579e80f2e772cb8752f6b82815e7e91f46aaac501ff5de20359ba,30-49,UK,31.37,2024-12-10,Bank Transfer,False,Local event,Healthcare,Defend the Great Apes,2024,12,1,0,1,1,Medium
6547a7c57614ef1d39e390003874fc497930b8f1d5a2d8cf6ae42638ff4cd0bd,50-65,Netherlands,50.84,2023-10-12,Credit Card,False,Local event,Arts & Culture,Jungle Education Project,2023,10,3,1,0,0,Medium
d57a2b163d7be368419c9fc7b9630747df8a3955e0d610ed1043b8025da04bfd,50-65,USA,31.87,2024-02-01,Bank Transfer,False,Local event,Logistics,Jungle Education Project,2024,2,3,1,0,0,Medium
1219a4fc2a5cc0d9b0d7fa7d3ec2a57cc3c4296ae8ce6033723d656b855bacd1,18-29,USA,4.78,2023-06-21,Paypal,True,Online advertising,Logistics,Rescue Orphaned Gorillas,2023,6,2,0,1,0,Low
567eaaddc6d49aa105c3682fe4b7cd71e76a4e5babff27e9a576d05e9e5b17af,30-49,Canada,4.31,2025-01-01,Cheque,False,Local event,Construction,Reforest the Sanctuary,2025,1,2,1,0,0,Low
650a739c1565cd641450e7155fdbfa09fcf8d69027f338b59dc3120b81f1c4d0,18-29,Germany,19.25,2025-05-31,Paypal,False,Website,Nonprofit,Jungle Education Project,2025,5,5,0,1,0,Low
149ead418e3a8775518d8b0bd7e06ab8479a337f1537c84b09cd3477542448ea,50-65,USA,73.49,2024-12-26,Paypal,False,Website,Finance/Banking,Jungle Education Project,2024,12,3,1,0,0,Medium
718fa767c3d7bd4d93abd69178c09cc48476d37e295169d4d414dff312a934f2,30-49,India,47.54,2023-10-23,Bank Transfer,False,Online advertising,Retail,Defend the Great Apes,2023,10,0,0,0,1,Medium
10681499c6e29567646209ec61d8d322e178041bfba6beb9b86fdfb37f8e1117,50-65,Australia,2.35,2024-01-08,Bank Transfer,False,Word of mouth,Media & Communication,Reforest the Sanctuary,2024,1,0,1,0,0,Low
f0705c96e5a5d97ab25e30b33a4358c4539a0415a39976105890904ee641932b,50-65,UK,26.21,2024-05-09,Bank Transfer,True,Social Media,Finance/Banking,Rescue Orphaned Gorillas,2024,5,3,1,0,0,Medium
a93fc955069633f6fcfa6e97290acb70957451318e64e1146601720456a1b915,18-29,Germany,8.71,2024-09-24,Bank Transfer,False,Newsletter,Education,Rescue Orphaned Gorillas,2024,9,1,0,0,0,Low
17630375625fc93744bca440e7c3308970e6b20f7e29ca57d5b4b437b8fd63bd,30-49,France,37.95,2023-07-08,Paypal,False,Social Media,Media & Communication,Wildlife Rescue Van Drive,2023,7,5,1,0,0,Medium
116b92f4e24876a67c71ee8329e60f30c74365805b9e9ab4e818777ce3230f8e,50-65,France,100.36,2023-09-22,Bank Transfer,False,Local event,Others,Wildlife Rescue Van Drive,2023,9,4,1,0,1,High
ee4c2b65df80a35c35c44f5608c7d13874e23745162a692044f264225e43bac8,30-49,Finland,79.92,2024-08-02,Cheque,False,Local event,Agriculture,Marine Mammal Defense Mission,2024,8,4,0,1,0,Medium
3eaa0734f6df5fb018de25e7b8fb1aa8556cc413fccf9d05132e01092f81a73f,50-65,USA,22.59,2023-12-28,Cheque,True,Local event,Construction,Defend the Great Apes,2023,12,3,0,1,0,Low
1fdba13163489b0068a9a36677e268567d22976fdae1e1981031fbdee0d43957,18-29,USA,26.45,2025-03-06,Paypal,True,Newsletter,Science & Research,Jungle Education Project,2025,3,3,0,1,0,Medium
a367a1f793e48ae6794089a915f99c1ead922a4c1be79f4e631c29d392175659,30-49,Netherlands,89.95,2023-09-29,Bank Transfer,True,Word of mouth,Pharmaceuticals,Reforest the Sanctuary,2023,9,4,0,1,1,Medium
e34c167306bc407ac6a3b776025097e5eed131b189f34d6dc686fa15f8fc3dc5,50-65,UK,28.56,2023-10-30,Bank Transfer,True,Newsletter,Government,Marine Mammal Defense Mission,2023,10,0,1,0,0,Medium
62f73936f079ba49fc9825c9b4fbf37436c46b042765bec896c21e6e0b3fe6cb,30-49,Brazil,72.1,2023-10-29,Credit Card,False,Social Media,Energy,Defend the Great Apes,2023,10,6,1,0,1,Medium
4c596647d68c83a7908bc6f88b06cb8f01454c7bbe36ceb435409b14c65f8754,30-49,USA,46.39,2023-11-05,Bank Transfer,True,Online advertising,Government,Marine Mammal Defense Mission,2023,11,6,1,0,0,Medium
b2a476994d31092e6f2a73596cc26df7a3d3a8b9a9940132e5530cedaf354186,30-49,France,71.59,2024-12-22,Credit Card,True,Online advertising,Finance/Banking,Rescue Orphaned Gorillas,2024,12,6,0,1,0,Medium
6474a8d0e2788ef367ff16287d9971be864c473dd6f33ef670d6221d90e0eb6c,18-29,UK,1.95,2023-08-14,Paypal,False,Local event,Finance/Banking,Rescue Orphaned Gorillas,2023,8,0,1,0,0,Low
05c821d70cacb61d0705340c25dafa48fe3d0170b2c0b9be370d1c070643aa68,18-29,USA,29.97,2023-11-25,Bank Transfer,False,Social Media,Education,Jungle Education Project,2023,11,5,0,1,1,Medium
42245bc91f0591e07ac2a3ac78d9e143ab6befd9485b864de661730418308356,30-49,Brazil,43.15,2025-02-24,Bank Transfer,False,Website,Consulting,Defend the Great Apes,2025,2,0,1,0,1,Medium
075f0c53e383a3b2f0313fe518873be72a9f3434614b2ed7e69d0e0ac26e33bd,18-29,India,3.79,2023-09-28,Cheque,False,Online advertising,Construction,Reforest the Sanctuary,2023,9,3,1,0,0,Low
e2b6e3d8776bfc755410da87635181f01e01d2c8cbf8caeea6a6918eb934c1e2,50-65,Netherlands,11.33,2024-12-26,Credit Card,False,Newsletter,Education,Habitat for Hope,2024,12,3,0,1,1,Low
82cdb0eb9c2da261f5253dc8e1f48e4c15ca6e641f06fc69763b7eba32d27835,30-49,France,7.69,2023-07-09,Bank Transfer,False,Newsletter,Others,Defend the Great Apes,2023,7,6,0,1,0,Low
7b7d97ae4c0dd628ca7391934985060678124ef562d004cf7c38a9c84917f48a,50-65,UK,15.17,2023-06-28,Bank Transfer,True,Word of mouth,Law,Reforest the Sanctuary,2023,6,2,0,1,0,Low
cafbac6c2e3f15ad5510e16428e1c93b9ccbd787bc6a6816788179a91fc47f75,50-65,USA,2.61,2023-12-10,Paypal,True,Word of mouth,Pharmaceuticals,Reforest the Sanctuary,2023,12,6,0,1,0,Low
831eab0d2ce55921acf0ea752cd0503173915d57a3c0d2dd9b068ceb20d1693c,50-65,USA,142.03,2024-12-13,Credit Card,True,Website,Healthcare,Defend the Great Apes,2024,12,4,1,0,1,High
31407ca251240098a69dd388eeff7f88abd063ad591adea824896373c7e62916,50-65,South Africa,201.08,2024-08-22,Bank Transfer,True,Website,Education,Jungle Education Project,2024,8,3,0,1,1,High
4654197f1e79623d9761faca0877b5ae08c774be16d5f08b0848bb9f30b84e24,30-49,UK,117.94,2023-12-01,Cheque,True,Online advertising,Education,Rescue Orphaned Gorillas,2023,12,4,0,1,0,High
10d3ee2daf3850d99e6533678f404fa2ca4e4ce7f61ced68dd3a418c4284e4e8,18-29,France,66.45,2025-02-12,Cheque,True,Online advertising,Agriculture,Rescue Orphaned Gorillas,2025,2,2,0,1,0,Medium
e49b1098375c4d179d5d23da7ccc442c382d42a748c8a7736a18ebc114aeee19,18-29,Canada,94.05,2025-05-02,Bank Transfer,False,Social Media,Healthcare,Jungle Education Project,2025,5,4,1,0,1,Medium
a2a8c823619e03ee54715f05056c9b1ce92b23fa30699e54925c2cb18867da8d,30-49,USA,156.78,2024-04-05,Cheque,False,Local event,Others,Defend the Great Apes,2024,4,4,1,0,1,High
edc9e06b23f1fda9272147b6f8bded4953f2bf3192dd4a8ab815b4252f43bd8c,50-65,Germany,26.69,2023-09-04,Credit Card,False,Word of mouth,Healthcare,Reforest the Sanctuary,2023,9,0,1,0,0,Medium
9235de244f6894a4cb71fad27af8c686c587cea0dfc48f9f59a7bfac236dad23,50-65,Canada,7.5,2024-09-03,Paypal,False,Social Media,Technology,Wildlife Rescue Van Drive,2024,9,1,0,0,0,Low
da0d508b2297c519cf8613214d7f0ce79667690ad507edd19a0c5783fc3287fa,50-65,India,96.92,2023-12-24,Cheque,True,Local event,Retail,Habitat for Hope,2023,12,6,1,0,0,Medium
4fa9859395feb5b6ee511a6738209ce2c2ea16c03a9d685fd1d92862a18d2b76,18-29,Brazil,1.15,2025-03-24,Bank Transfer,False,Local event,Government,Reforest the Sanctuary,2025,3,0,1,0,0,Low
25ce13614d0be04693ef90e26879148582570133ada1a124cb9ebbe730a999e8,50-65,France,107.84,2023-10-10,Credit Card,True,Website,Hospitality,Reforest the Sanctuary,2023,10,1,1,0,1,High
514657581a932f770a1ee1ec60d0a90a7c238f0cb145928c3d915e254256ac15,30-49,New Zealand,9.26,2024-10-29,Bank Transfer,True,Website,Others,Habitat for Hope,2024,10,1,0,0,0,Low
95585fef3377fd61187ac9691faff0fd540a54839fc33545be0576a55d37e58b,66-80,USA,80.55,2025-05-19,Bank Transfer,True,Newsletter,Government,Jungle Education Project,2025,5,0,1,0,1,Medium
0afe44811c1fa756bf5f55d293d771b0e93483fb44c97dc09a93efc47adda586,30-49,UK,4.29,2024-04-25,Credit Card,True,Local event,Nonprofit,Rescue Orphaned Gorillas,2024,4,3,1,0,0,Low
b9e7f9d00805c18a54eb10281a8045a76b59e900fd09b6e4b7591966985a3755,30-49,South Africa,25.31,2024-09-12,Bank Transfer,True,Online advertising,Media & Communication,Habitat for Hope,2024,9,3,0,1,0,Medium
b28222469fa924c3541a94795e29a49b06ef14da006d9a9a2c343fff0d97a3f4,18-29,Brazil,66.26,2024-02-08,Paypal,True,Word of mouth,Nonprofit,Wildlife Rescue Van Drive,2024,2,3,0,1,1,Medium
04b2737625e49983e693bfadca2b5c9fb636956f923cd985b4480cd4056b148d,30-49,Germany,13.67,2023-09-26,Credit Card,True,Local event,Media & Communication,Jungle Education Project,2023,9,1,0,1,1,Low
237614b431d1dea5bd2e49f32fbb4dc45e68c1b0c305f659ccd85346db0cb600,50-65,Canada,126.57,2024-08-25,Paypal,True,Website,Education,Jungle Education Project,2024,8,6,0,1,0,High
2c440bfcb856e9c6c0017f3b57bedb0f488e5eb3c3081ea8a296502691cf2953,30-49,USA,13.91,2024-02-05,Cheque,False,Local event,Science & Research,Defend the Great Apes,2024,2,0,0,1,0,Low
4b8ca4fecb2a95b413cfbdc1f62c570c4c01938e5fbc79d7f74ee9d343fceb54,30-49,USA,3.44,2025-01-27,Credit Card,True,Social Media,Technology,Habitat for Hope,2025,1,0,0,1,0,Low
f3e2c08afa7c37eca449c4ca59a25079b8d5e65a5656271853be3f9ba8f8a0b6,30-49,Brazil,17.99,2024-01-30,Credit Card,True,Online advertising,Energy,Rescue Orphaned Gorillas,2024,1,1,1,0,0,Low
4224a80ff33d1c8388c91b6c87dfcedfbaf1b68f3c4deab62f40917c74d74efe,50-65,UK,60.51,2024-04-02,Bank Transfer,False,Online advertising,Construction,Defend the Great Apes,2024,4,1,1,0,0,Medium
153bff722864648c2fc6992fe8fee112289392cb150e01cbae4e26d8d311a43f,18-29,UK,10.16,2023-11-15,Paypal,True,Word of mouth,Arts & Culture,Habitat for Hope,2023,11,2,0,1,0,Low
34bb61a52f056fc45588dd5e45e502a852c08372eeb2dac725be6d0279275487,50-65,Germany,40.01,2024-11-18,Bank Transfer,True,Website,Retail,Defend the Great Apes,2024,11,0,0,1,0,Medium
091d77aebbe3481ebd843366daf52aa2e18a27515763fda424be3c48a431edd6,50-65,South Africa,107.14,2023-12-13,Credit Card,False,Newsletter,Environment,Jungle Education Project,2023,12,2,0,1,1,High
262b6fc7e3601abaae10164edbeaf22e75f075717110e3f403c4960ff15ac62a,50-65,Brazil,49.71,2023-08-30,Bank Transfer,False,Newsletter,Retail,Habitat for Hope,2023,8,2,0,1,0,Medium
201b497e4aa42432ce70a897ea4ba01c4142a583487dde2b89388afd7f9161fd,50-65,India,21.09,2023-08-29,Credit Card,False,Website,Media & Communication,Reforest the Sanctuary,2023,8,1,1,0,0,Low
0693361509714abc8d4f723f613c2d47dc337d69f24fd1d45d30cdd697f2ffb2,18-29,Canada,2.07,2024-07-24,Credit Card,False,Online advertising,Logistics,Marine Mammal Defense Mission,2024,7,2,0,1,0,Low
bda776c238e2fe884afe981b157daf9bf3331c572874309f247b4ea944c43f56,50-65,Germany,216.55,2024-11-27,Paypal,False,Word of mouth,Retail,Wildlife Rescue Van Drive,2024,11,2,0,1,1,High
a0e2b614548621694b7a93367a371ba57f85652acb48cc3128f021dd8784431c,30-49,USA,11.5,2024-10-17,Paypal,False,Newsletter,Education,Defend the Great Apes,2024,10,3,1,0,0,Low
9892cf0c99654d8c16228f7889dcdaf1c37edabfb63ff13ef25517cdb4f10094,50-65,Canada,30.84,2023-06-27,Credit Card,False,Word of mouth,Hospitality,Reforest the Sanctuary,2023,6,1,0,1,1,Medium
ca38db0899dd74acc419e25d99dc978441b35dbe1e6d4f33036ce967360df7e2,18-29,New Zealand,11.27,2023-07-21,Credit Card,False,Word of mouth,Law,Reforest the Sanctuary,2023,7,4,0,1,0,Low
6cb03e224bd45ea673f0a7bc94ce30fd50e59adab2676e3e73735bb47360df40,50-65,Netherlands,8.88,2025-05-24,Credit Card,False,Social Media,Healthcare,Marine Mammal Defense Mission,2025,5,5,1,0,0,Low
35af48fc75a811fe641d0139aa9c4a60fb99851a7c779785002ea6e05a0948c6,30-49,Germany,11.62,2025-01-18,Bank Transfer,False,Newsletter,Construction,Jungle Education Project,2025,1,5,1,0,0,Low
7fecc86be5b679720c31163409bef157a91dd9db4225e0670c2e8e8196d64a69,50-65,India,15.62,2024-05-18,Cheque,False,Social Media,Agriculture,Marine Mammal Defense Mission,2024,5,5,1,0,0,Low
d84768c9b9cb9255278ad1b524852c3d536a0bbc0b312011722d8e0a6a9ccab3,50-65,Netherlands,9.66,2024-09-14,Paypal,False,Website,Education,Jungle Education Project,2024,9,5,1,0,0,Low
511f8de8e7e094f04d194dcaeef1f006dc084ccc015cd2dab80f837d4eaf55c1,66-80,Brazil,13.04,2023-09-29,Bank Transfer,True,Website,Finance/Banking,Marine Mammal Defense Mission,2023,9,4,0,1,0,Low
ab4845c10fb79c776fd068f637e3ee5b6e006f5196b9976b124e2e2cbce39776,30-49,USA,11.25,2024-06-16,Paypal,False,Local event,Real Estate,Marine Mammal Defense Mission,2024,6,6,0,1,0,Low
44c3fa3a3335417debd8aaab1402802c976a7ea9731d829281a23063c4f175bf,30-49,France,60.6,2024-06-18,Cheque,False,Local event,Consulting,Wildlife Rescue Van Drive,2024,6,1,1,0,0,Medium
4365ed1b2faec160421f0b7af102374d41281018df13a011440142c13d037f45,30-49,Brazil,48.59,2023-09-24,Paypal,False,Social Media,Retail,Rescue Orphaned Gorillas,2023,9,6,1,0,0,Medium
56048bec8865b55c194743caa450e9b4ebb40e0baf469329c9146dc3790fc20d,66-80,Germany,147.06,2023-07-06,Paypal,False,Word of mouth,Education,Reforest the Sanctuary,2023,7,3,0,1,1,High
26c57453fc6999b440dc010eb7b3bab4416e57ecaf0cfdddd5884a5364df0067,50-65,Australia,3.33,2024-06-01,Credit Card,True,Social Media,Science & Research,Wildlife Rescue Van Drive,2024,6,5,1,0,0,Low
65b08de4206d3a80927bc5c37ba5c6ec554eacd4965193dd785b62b166558a62,30-49,New Zealand,27.84,2025-04-26,Credit Card,False,Website,Consulting,Marine Mammal Defense Mission,2025,4,5,0,1,0,Medium
7bbab5d59ec3f8e12f69bbc4f2f9834f9f390a67271891f1bb6da32bc110e997,18-29,Canada,2.25,2024-03-29,Paypal,True,Online advertising,Retail,Rescue Orphaned Gorillas,2024,3,4,0,1,0,Low
fad5065221a48561596a5e2c8cbdae07554617290b158c45c380aaa4e8f2aeae,50-65,UK,61.28,2024-10-27,Bank Transfer,False,Website,Energy,Marine Mammal Defense Mission,2024,10,6,1,0,0,Medium
eb1168784b37baf7fa15a2820b7cd5a949cae9a4f7fe51776b5488c9c474c623,66-80,USA,16.63,2024-10-20,Credit Card,True,Local event,Real Estate,Reforest the Sanctuary,2024,10,6,1,0,0,Low
d0790c5515beefc3cf86231ff0bbf009136a364f3866bb17e0278c0b727a5de5,30-49,India,60.29,2024-12-07,Paypal,False,Social Media,Retail,Rescue Orphaned Gorillas,2024,12,5,1,0,1,Medium
c04222d0b1509c826d903ea228a6eecf606fc27745e79c00fd3c00d6b51433d9,50-65,France,16.42,2024-02-01,Credit Card,False,Online advertising,Technology,Wildlife Rescue Van Drive,2024,2,3,1,0,0,Low
c4184214735b451ab1f31d9b72f271f02ce95a1c71af0ad205e2688a1f5cf6f4,18-29,France,6.89,2023-11-23,Paypal,True,Website,Healthcare,Reforest the Sanctuary,2023,11,3,1,0,0,Low
0852cf0ecc2ff8c635897e99b973693be3bb7d35ab34013f09a85d9561afcbca,66-80,Canada,10.65,2024-06-07,Credit Card,False,Social Media,Construction,Marine Mammal Defense Mission,2024,6,4,1,0,0,Low
b038994f701fd261fe707fbd743442a7e8dcd6e8e8e9afa42a108bb70f46eeb0,30-49,UK,6.03,2024-12-28,Cheque,True,Newsletter,Environment,Marine Mammal Defense Mission,2024,12,5,1,0,0,Low
f2cb1e135420a42936ffcc0cf78010b3fd87221fbab761f20db3f8e72dc5c744,50-65,USA,33.54,2025-05-11,Bank Transfer,False,Website,Media & Communication,Marine Mammal Defense Mission,2025,5,6,1,0,0,Medium
41b0b994a69033314a46504d1b6fb314654312c6bfb5898128595ee302a686cd,50-65,Australia,30.48,2023-11-28,Bank Transfer,True,Newsletter,Finance/Banking,Habitat for Hope,2023,11,1,0,1,0,Medium
3937d882cfe01110c52fbd803cc2d65f5b422f3ac6a9a0c830db09133bf13168,50-65,New Zealand,51.88,2024-08-14,Cheque,True,Website,Others,Marine Mammal Defense Mission,2024,8,2,0,1,0,Medium
73b2bafc3f5a93f4c443be08178a03516b456a0d390d1d6013a0790c584ccf2e,50-65,Netherlands,6.85,2024-07-01,Paypal,False,Website,Nonprofit,Habitat for Hope,2024,7,0,0,1,0,Low
f0c7a44c325bc42ae4186724c137350082519fec9ba86291d263f1668f2d8d1e,30-49,Germany,10.07,2024-04-05,Cheque,False,Website,Nonprofit,Rescue Orphaned Gorillas,2024,4,4,1,0,0,Low
3f39c195e88d6906c3a1943ebfa0ab9dca4901c134702fbc91ab731beac3ea60,30-49,Canada,10.21,2025-01-15,Credit Card,True,Social Media,Arts & Culture,Marine Mammal Defense Mission,2025,1,2,1,0,0,Low
